item,unit,price,currency
Oil (palm),L,129.0,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,131.5,BDT
Lentils (masur),KG,132.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,56.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,97.5,BDT
Oil (palm),L,133.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,48.75,BDT
Wheat flour,KG,66.5,BDT
Oil (palm),L,134.8,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,123.5,BDT
Wheat flour,KG,50.5,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,48.75,BDT
Wheat flour,KG,63.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,110.0,BDT
Oil (palm),L,136.5,BDT
Lentils (masur),KG,107.3,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,50.65,BDT
Wheat flour,KG,50.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,51.5,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,56.5,BDT
Rice (coarse),KG,49.0,BDT
Rice (coarse),KG,55.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,107.5,BDT
Oil (palm),L,121.0,BDT
Rice (coarse),KG,53.0,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,51.3,BDT
Oil (palm),L,130.3,BDT
Lentils (masur),KG,147.5,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,145.0,BDT
Lentils (masur),KG,106.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,124.0,BDT
Lentils (masur),KG,115.0,BDT
Wheat flour,KG,52.3,BDT
Wheat flour,KG,64.5,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,54.8,BDT
Lentils (masur),KG,111.8,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,50.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,107.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,102.3,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,138.0,BDT
Lentils (masur),KG,115.0,BDT
Wheat flour,KG,52.5,BDT
Rice (coarse),KG,48.83,BDT
Lentils (masur),KG,139.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,55.5,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,44.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,137.5,BDT
Wheat flour,KG,50.0,BDT
Oil (palm),L,128.3,BDT
Rice (coarse),KG,45.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,52.5,BDT
Wheat flour,KG,42.6,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,111.0,BDT
Rice (coarse),KG,47.38,BDT
Wheat flour,KG,50.0,BDT
Lentils (masur),KG,108.3,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,50.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,53.3,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,124.5,BDT
Rice (coarse),KG,44.5,BDT
Oil (palm),L,128.0,BDT
Rice (coarse),KG,46.88,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,74.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,134.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,44.25,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,124.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,60.3,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,54.0,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,49.5,BDT
Wheat flour,KG,57.5,BDT
Lentils (masur),KG,129.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,62.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,60.0,BDT
Lentils (masur),KG,136.3,BDT
Wheat flour,KG,55.5,BDT
Rice (coarse),KG,65.5,BDT
Wheat flour,KG,41.0,BDT
Oil (palm),L,133.5,BDT
Wheat flour,KG,39.5,BDT
Oil (palm),L,129.0,BDT
Oil (palm),L,129.0,BDT
Wheat flour,KG,44.5,BDT
Oil (palm),L,136.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,55.5,BDT
Oil (palm),L,129.0,BDT
Oil (palm),L,125.0,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,124.0,BDT
Rice (coarse),KG,45.5,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,125.0,BDT
Rice (coarse),KG,46.5,BDT
Oil (palm),L,128.0,BDT
Rice (coarse),KG,48.3,BDT
Wheat flour,KG,60.5,BDT
Oil (palm),L,129.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,53.3,BDT
Oil (palm),L,132.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,132.5,BDT
Oil (palm),L,129.0,BDT
Rice (coarse),KG,47.5,BDT
Oil (palm),L,133.0,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,66.5,BDT
Oil (palm),L,136.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,126.0,BDT
Rice (coarse),KG,53.0,BDT
Wheat flour,KG,50.0,BDT
Wheat flour,KG,63.0,BDT
Oil (palm),L,127.0,BDT
Wheat flour,KG,54.0,BDT
Oil (palm),L,135.5,BDT
Wheat flour,KG,49.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,55.0,BDT
Wheat flour,KG,49.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,56.3,BDT
Lentils (masur),KG,107.5,BDT
Lentils (masur),KG,102.5,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,130.5,BDT
Lentils (masur),KG,136.3,BDT
Oil (palm),L,121.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,131.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,120.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.8,BDT
Oil (palm),L,123.8,BDT
Rice (coarse),KG,49.5,BDT
Wheat flour,KG,46.5,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,129.8,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,48.0,BDT
Oil (palm),L,129.0,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,138.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,139.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,124.0,BDT
Wheat flour,KG,52.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,52.5,BDT
Rice (coarse),KG,43.0,BDT
Wheat flour,KG,52.5,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,43.0,BDT
Oil (palm),L,125.0,BDT
Rice (coarse),KG,49.8,BDT
Wheat flour,KG,48.3,BDT
Oil (palm),L,127.0,BDT
Rice (coarse),KG,40.3,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,51.8,BDT
Lentils (masur),KG,107.0,BDT
Rice (coarse),KG,53.0,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,54.0,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,124.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,128.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,51.5,BDT
Oil (palm),L,129.0,BDT
Rice (coarse),KG,46.8,BDT
Wheat flour,KG,56.8,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,124.0,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,51.5,BDT
Oil (palm),L,132.8,BDT
Wheat flour,KG,53.5,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,135.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,129.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,49.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,136.5,BDT
Rice (coarse),KG,47.0,BDT
Wheat flour,KG,60.0,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,60.0,BDT
Oil (palm),L,137.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,131.0,BDT
Rice (coarse),KG,52.5,BDT
Oil (palm),L,133.5,BDT
Rice (coarse),KG,52.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,122.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,106.5,BDT
Wheat flour,KG,49.3,BDT
Oil (palm),L,136.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,60.5,BDT
Rice (coarse),KG,43.0,BDT
Oil (palm),L,125.5,BDT
Lentils (masur),KG,118.8,BDT
Wheat flour,KG,60.5,BDT
Lentils (masur),KG,128.8,BDT
Wheat flour,KG,55.0,BDT
Oil (palm),L,125.0,BDT
Lentils (masur),KG,105.0,BDT
Rice (coarse),KG,45.0,BDT
Lentils (masur),KG,122.5,BDT
Rice (coarse),KG,47.3,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,125.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,49.3,BDT
Lentils (masur),KG,123.8,BDT
Rice (coarse),KG,48.3,BDT
Wheat flour,KG,62.5,BDT
Oil (palm),L,123.5,BDT
Lentils (masur),KG,137.3,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,61.0,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,44.5,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,97.5,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,131.0,BDT
Rice (coarse),KG,52.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,64.0,BDT
Oil (palm),L,136.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,53.8,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,126.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,135.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,48.5,BDT
Lentils (masur),KG,109.0,BDT
Oil (palm),L,144.5,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,52.3,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,54.5,BDT
Oil (palm),L,138.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.0,BDT
Oil (palm),L,121.0,BDT
Lentils (masur),KG,111.0,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,53.5,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,147.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,106.0,BDT
Rice (coarse),KG,49.5,BDT
Oil (palm),L,129.0,BDT
Wheat flour,KG,51.3,BDT
Oil (palm),L,121.5,BDT
Lentils (masur),KG,106.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,59.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,52.8,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,48.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,107.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,99.8,BDT
Wheat flour,KG,51.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,112.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,115.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,129.8,BDT
Lentils (masur),KG,138.8,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,132.3,BDT
Oil (palm),L,133.5,BDT
Wheat flour,KG,52.0,BDT
Oil (palm),L,130.8,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,48.0,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,46.5,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,41.0,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,44.0,BDT
Lentils (masur),KG,107.0,BDT
Rice (coarse),KG,55.0,BDT
Oil (palm),L,124.3,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,126.3,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,680.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,44.0,BDT
Wheat flour,KG,56.5,BDT
Lentils (masur),KG,110.0,BDT
Oil (palm),L,130.0,BDT
Lentils (masur),KG,136.3,BDT
Rice (coarse),KG,46.3,BDT
Wheat flour,KG,56.5,BDT
Oil (palm),L,133.0,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,50.0,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,53.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,57.0,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,52.3,BDT
Oil (palm),L,130.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,50.8,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,47.0,BDT
Oil (palm),L,135.0,BDT
Lentils (masur),KG,129.8,BDT
Rice (coarse),KG,46.8,BDT
Wheat flour,KG,58.3,BDT
Oil (palm),L,133.8,BDT
Lentils (masur),KG,122.5,BDT
Wheat flour,KG,60.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,131.0,BDT
Rice (coarse),KG,54.0,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,57.5,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,53.0,BDT
Oil (palm),L,129.0,BDT
Oil (palm),L,136.5,BDT
Lentils (masur),KG,127.5,BDT
Wheat flour,KG,55.0,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,44.8,BDT
Oil (palm),L,126.8,BDT
Wheat flour,KG,55.5,BDT
Oil (palm),L,128.8,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,51.3,BDT
Oil (palm),L,130.5,BDT
Lentils (masur),KG,129.0,BDT
Rice (coarse),KG,46.5,BDT
Wheat flour,KG,52.8,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,132.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,132.5,BDT
Rice (coarse),KG,47.8,BDT
Wheat flour,KG,55.8,BDT
Lentils (masur),KG,136.3,BDT
Rice (coarse),KG,51.8,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,134.5,BDT
Wheat flour,KG,51.5,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,92.5,BDT
Wheat flour,KG,61.0,BDT
Oil (palm),L,133.8,BDT
Lentils (masur),KG,111.3,BDT
Rice (coarse),KG,52.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,63.3,BDT
Oil (palm),L,135.8,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,54.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,127.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,52.3,BDT
Oil (palm),L,134.5,BDT
Lentils (masur),KG,109.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,110.0,BDT
Rice (coarse),KG,51.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,132.0,BDT
Rice (coarse),KG,35.3,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,55.0,BDT
Oil (palm),L,142.0,BDT
Lentils (masur),KG,112.5,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,53.5,BDT
Lentils (masur),KG,107.5,BDT
Wheat flour,KG,51.8,BDT
Oil (palm),L,138.0,BDT
Lentils (masur),KG,139.0,BDT
Wheat flour,KG,53.3,BDT
Oil (palm),L,134.0,BDT
Lentils (masur),KG,122.5,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,121.0,BDT
Lentils (masur),KG,111.8,BDT
Rice (coarse),KG,51.0,BDT
Oil (palm),L,132.5,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,54.5,BDT
Lentils (masur),KG,147.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,134.8,BDT
Lentils (masur),KG,106.0,BDT
Rice (coarse),KG,50.0,BDT
Lentils (masur),KG,120.0,BDT
Wheat flour,KG,50.0,BDT
Oil (palm),L,126.3,BDT
Wheat flour,KG,62.0,BDT
Oil (palm),L,124.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,128.5,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,47.8,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,107.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,103.0,BDT
Wheat flour,KG,51.0,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,50.3,BDT
Oil (palm),L,134.5,BDT
Rice (coarse),KG,52.0,BDT
Wheat flour,KG,50.0,BDT
Lentils (masur),KG,115.0,BDT
Rice (coarse),KG,50.0,BDT
Wheat flour,KG,50.3,BDT
Lentils (masur),KG,138.75,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,133.0,BDT
Lentils (masur),KG,132.5,BDT
Wheat flour,KG,52.5,BDT
Lentils (masur),KG,137.5,BDT
Wheat flour,KG,50.5,BDT
Oil (palm),L,130.8,BDT
Lentils (masur),KG,138.0,BDT
Wheat flour,KG,45.5,BDT
Lentils (masur),KG,111.8,BDT
Rice (coarse),KG,54.5,BDT
Wheat flour,KG,47.5,BDT
Oil (palm),L,130.3,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,42.8,BDT
Wheat flour,KG,49.0,BDT
Oil (palm),L,124.5,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,44.0,BDT
Wheat flour,KG,47.0,BDT
Oil (palm),L,132.0,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,56.0,BDT
Wheat flour,KG,47.0,BDT
Oil (palm),L,129.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,49.0,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,131.3,BDT
Lentils (masur),KG,107.5,BDT
Oil (palm),L,131.0,BDT
Lentils (masur),KG,116.3,BDT
Rice (coarse),KG,47.5,BDT
Wheat flour,KG,49.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,45.8,BDT
Wheat flour,KG,43.5,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,107.5,BDT
Rice (coarse),KG,51.3,BDT
Rice (coarse),KG,46.0,BDT
Wheat flour,KG,52.5,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,122.5,BDT
Rice (coarse),KG,53.5,BDT
Lentils (masur),KG,109.0,BDT
Wheat flour,KG,57.5,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,109.0,BDT
Rice (coarse),KG,51.3,BDT
Wheat flour,KG,51.0,BDT
Oil (palm),L,135.0,BDT
Oil (palm),L,127.0,BDT
Lentils (masur),KG,112.5,BDT
Rice (coarse),KG,48.0,BDT
Wheat flour,KG,52.5,BDT
Oil (palm),L,137.5,BDT
Lentils (masur),KG,130.0,BDT
Rice (coarse),KG,48.5,BDT
Wheat flour,KG,55.0,BDT
Oil (palm),L,132.5,BDT
Lentils (masur),KG,127.5,BDT
Rice (coarse),KG,49.0,BDT
Oil (palm),L,136.0,BDT
Lentils (masur),KG,122.5,BDT
Wheat flour,KG,60.0,BDT
